session_id,signal_class,probe_id,channel_id,channel_index,raw_area_label,canonical_area_label,area_group,area_resolution_status,layer_or_depth_label,source_file,warnings
230629,LFP,0,31,31,V1,V1,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,32,32,V1,V1,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,33,33,V1,V1,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,34,34,V1,V1,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,35,35,V1,V1,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,36,36,V1,V1,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,37,37,V1,V1,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,38,38,V1,V1,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,39,39,V1,V1,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,40,40,V1,V1,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,41,41,V1,V1,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,42,42,V1,V1,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,43,43,V1,V1,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,44,44,V1,V1,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,45,45,V1,V1,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,46,46,V1,V1,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,47,47,V1,V1,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,48,48,V1,V1,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,49,49,V1,V1,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,50,50,V1,V1,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,51,51,V1,V1,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,52,52,V1,V1,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,53,53,V1,V1,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,54,54,V1,V1,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,55,55,V1,V1,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,56,56,V1,V1,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,57,57,V1,V1,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,58,58,V1,V1,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,59,59,V1,V1,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,60,60,V1,V1,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,61,61,V1,V1,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,62,62,V1,V1,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,63,63,V1,V1,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,64,64,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,65,65,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,66,66,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,67,67,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,68,68,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,69,69,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,70,70,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,71,71,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,72,72,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,73,73,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,74,74,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,75,75,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,76,76,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,77,77,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,78,78,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,79,79,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,80,80,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,81,81,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,82,82,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,83,83,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,84,84,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,85,85,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,86,86,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,87,87,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,88,88,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,89,89,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,90,90,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,91,91,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,92,92,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,93,93,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,94,94,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,95,95,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,96,96,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,97,97,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,98,98,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,99,99,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,100,100,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,101,101,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,102,102,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,103,103,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,104,104,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,105,105,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,106,106,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,107,107,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,108,108,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,109,109,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,110,110,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,111,111,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,112,112,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,113,113,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,114,114,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,115,115,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,116,116,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,117,117,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,118,118,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,119,119,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,120,120,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,121,121,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,122,122,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,123,123,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,124,124,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,125,125,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,126,126,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,0,127,127,V2,V2,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,128,0,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,129,1,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,130,2,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,131,3,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,132,4,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,133,5,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,134,6,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,135,7,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,136,8,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,137,9,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,138,10,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,139,11,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,140,12,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,141,13,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,142,14,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,143,15,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,144,16,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,145,17,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,146,18,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,147,19,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,148,20,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,149,21,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,150,22,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,151,23,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,152,24,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,153,25,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,154,26,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,155,27,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,156,28,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,157,29,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,158,30,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,159,31,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,160,32,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,161,33,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,162,34,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,163,35,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,164,36,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,165,37,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,166,38,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,167,39,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,168,40,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,169,41,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,170,42,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,171,43,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,172,44,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,173,45,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,174,46,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,175,47,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,176,48,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,177,49,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,178,50,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,179,51,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,180,52,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,181,53,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,182,54,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,183,55,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,184,56,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,185,57,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,186,58,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,187,59,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,188,60,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,189,61,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,190,62,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,191,63,V3d,V3d,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,192,64,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,193,65,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,194,66,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,195,67,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,196,68,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,197,69,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,198,70,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,199,71,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,200,72,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,201,73,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,202,74,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,203,75,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,204,76,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,205,77,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,206,78,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,207,79,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,208,80,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,209,81,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,210,82,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,211,83,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,212,84,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,213,85,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,214,86,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,215,87,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,216,88,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,217,89,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,218,90,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,219,91,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,220,92,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,221,93,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,222,94,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,223,95,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,224,96,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,225,97,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,226,98,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,227,99,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,228,100,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,229,101,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,230,102,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,231,103,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,232,104,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,233,105,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
230629,LFP,1,234,106,V3a,V3a,Visual,metadata_resolved_equal_segment,estimated_from_channel,session-area-mapping.md,None
